iter	RMSE
1666	2315715.172
1667	2315557.134
1668	2315416.496
1669	2315237.189
1670	2315106.664
1671	2314942.132
1672	2314662.655
1673	2312020.58
1674	2311777.927
1675	2311633.389
1676	2310308.733
1677	2305829.46
1678	2304169.95
1679	2304046.217
1680	2303943.178
1681	2303737.758
1682	2303463.464
1683	2303333.967
1684	2301603.852
1685	2298134.322
1686	2297969.064
1687	2297849.645
1688	2297443.151
1689	2297327.031
1690	2297192.422
1691	2297058.568
1692	2296936.428
1693	2296809.049
1694	2296659.276
1695	2296537.288
1696	2294122.702
1697	2289741.807
1698	2286497.637
1699	2286355.678
1700	2286236.05
1701	2283494.334
1702	2283327.682
1703	2283076.265
1704	2278474.537
1705	2277037.356
1706	2276888.006
1707	2276766.745
1708	2276543.961
1709	2276409.061
1710	2276277.889
1711	2276090.076
1712	2275965.499
1713	2274218.895
1714	2270274.542
1715	2270132.164
1716	2268779.028
1717	2266058.132
1718	2261463.485
1719	2261222.615
1720	2261098.321
1721	2260986.581
1722	2260869.304
1723	2260752.091
1724	2260635.646
1725	2260523.891
1726	2260296.742
1727	2260185.559
1728	2259999.767
1729	2259902.741
1730	2257097.908
1731	2256996.725
1732	2256906.473
1733	2256812.065
1734	2256716.974
1735	2252149.394
1736	2252021.432
1737	2251913.859
1738	2251828.7
1739	2251551.165
1740	2251008.602
1741	2250903.266
1742	2250344.385
1743	2246832.161
1744	2246637.201
1745	2242919.202
1746	2240681.486
1747	2240575.546
1748	2240340.218
1749	2240128.324
1750	2238667.056
1751	2238555.779
1752	2238422.17
1753	2234958.326
1754	2231846.188
1755	2228935.474
1756	2228830.43
1757	2228725.043
1758	2228534.454
1759	2228443.034
1760	2228291.412
1761	2228200.287
1762	2228025.102
1763	2224187.014
1764	2224053.585
1765	2223944.551
1766	2221040.581
1767	2220917.193
1768	2220765.201
1769	2220574.812
1770	2220445.95
1771	2217764.972
1772	2213800.541
1773	2213587.796
1774	2213330.404
1775	2209645.74
1776	2209557.134
1777	2209465.222
1778	2209270.888
1779	2209078.114
1780	2208987.558
1781	2208907.021
1782	2208808.564
1783	2208706.493
1784	2208552.311
1785	2208459.622
1786	2208316.375
1787	2208070.354
1788	2204317.103
1789	2204221.146
1790	2204127.34
1791	2201184.815
1792	2197608
1793	2194904.661
1794	2191349.069
1795	2191264.54
1796	2190984.355
1797	2190787.117
1798	2190565.033
1799	2188654.696
1800	2187873.406
1801	2187692.959
1802	2185298.316
1803	2185174.684
1804	2183741.054
1805	2183305.034
1806	2182942.088
1807	2181896.116
1808	2181516.07
1809	2180682.543
1810	2180407.549
1811	2180253.799
1812	2180175.498
1813	2180009.53
1814	2179943.805
1815	2179751.362
1816	2179677.05
1817	2179596.914
1818	2175870.911
1819	2175690.513
1820	2175585.593
1821	2175418.88
1822	2175197.602
1823	2174294.271
1824	2174224.059
1825	2171053.144
1826	2170968.238
1827	2170865.421
1828	2170785.621
1829	2170708.035
1830	2170541.743
1831	2166901.819
1832	2162738.087
1833	2162609.332
1834	2162537.449
1835	2162467.535
1836	2162400.045
1837	2162290.399
1838	2162125.706
1839	2161912.729
1840	2160526.659
1841	2159734.611
1842	2159631.817
1843	2156276.844
1844	2156198.84
1845	2156117.139
1846	2155890.804
1847	2153697.268
1848	2153614.161
1849	2150865.546
1850	2150777.8
1851	2150712.295
1852	2150648.237
1853	2149921.156
1854	2149824.737
1855	2149719.039
1856	2149640.615
1857	2149555.937
1858	2149484.933
1859	2145536.52
1860	2142543.562
1861	2142382.239
1862	2142256.05
1863	2142103.317
1864	2141885.577
1865	2139435.609
1866	2139280.565
1867	2136400.417
1868	2136326.592
1869	2133336.386
1870	2133249.685
1871	2130144.763
1872	2127520.63
1873	2127448.845
1874	2127349.385
1875	2127186.114
1876	2124190.785
1877	2124097.314
1878	2122005.385
1879	2119025.944
1880	2117298.991
1881	2116104.76
1882	2114738.839
1883	2113334.543
1884	2113136.504
1885	2109203.254
1886	2109140.385
1887	2106693.511
1888	2106077.372
1889	2105803.95
1890	2102685.563
1891	2102295.191
1892	2100216.669
1893	2098356.337
1894	2098243.628
1895	2098093.689
1896	2098032.728
1897	2097885.318
1898	2096760.673
1899	2092859.843
1900	2092809.053
1901	2092728.423
1902	2092668.334
1903	2092585.226
1904	2092471.057
1905	2092358.735
1906	2092145.388
1907	2091965.901
1908	2091906.736
1909	2088884.039
1910	2088807.117
1911	2088538.327
1912	2087012.831
1913	2084972.973
1914	2082895.121
1915	2080913.564
1916	2079821.12
1917	2079748.299
1918	2079301.305
1919	2076444.373
1920	2076349.176
1921	2074731.217
1922	2073179.791
1923	2073081.94
1924	2072992.212
1925	2072703.803
1926	2070005.376
1927	2069924.358
1928	2068034.165
1929	2067912.092
1930	2065219.086
1931	2063578.508
1932	2061523.048
1933	2058943.901
1934	2058784.215
1935	2057290.998
1936	2055049.72
1937	2054861.168
1938	2054797.086
1939	2054739.086
1940	2054606.048
1941	2051480.377
1942	2051415.359
1943	2051223.464
1944	2048917.349
1945	2048866.894
1946	2047003.206
1947	2046852.258
1948	2045830.04
1949	2043438.976
1950	2040298.965
1951	2037686.478
1952	2037538.057
1953	2037289.491
1954	2035631.742
1955	2035468.805
1956	2035328.316
1957	2035172.392
1958	2033618.515
1959	2032957.524
1960	2032185.778
1961	2032059.891
1962	2028719.147
1963	2027401.497
1964	2025520.597
1965	2023586.242
1966	2023537.464
1967	2021823.163
1968	2021622.647
1969	2019934.553
1970	2018241.31
1971	2018057.587
1972	2015819.654
1973	2015757.396
1974	2015673.215
1975	2015616.987
1976	2014715.165
1977	2014473.134
1978	2013856.853
1979	2013785.544
1980	2013690.405
1981	2010785.896
1982	2010698
1983	2008820.996
1984	2007256.34
1985	2007125.382
1986	2007065.941
1987	2005745.247
1988	2004070.49
1989	2003922.161
1990	2003844.61
1991	2003804.829
1992	2000798.602
1993	2000721.217
1994	2000622.123
1995	1998738.513
1996	1998019.893
1997	1996038.44
1998	1994105.973
1999	1990922.402
